Date,Année,Mois,Nom Mois,Jour de la semaine,Année fiscale,Trimestre,Semaine fiscale,Formule,Semaine débutant le,Ordre du mois fiscal,Ordre semaine,MoisFiscal,AnnéeNUM,Date début semaine
2025-10-03,2025,10,Octobre,vendredi,2025 fiscale,Trimestre 4,48,Semaine #48 du 29 septembre 2025 au 5 octobre 2025,Semaine #48 du 29 sept 2025 au 5 oct 2025,12,48,Octobre,2025,29 septembre 2025
2025-10-04,2025,10,Octobre,samedi,2025 fiscale,Trimestre 4,48,Semaine #48 du 29 septembre 2025 au 5 octobre 2025,Semaine #48 du 29 sept 2025 au 5 oct 2025,12,48,Octobre,2025,29 septembre 2025
2025-10-05,2025,10,Octobre,dimanche,2025 fiscale,Trimestre 4,48,Semaine #48 du 29 septembre 2025 au 5 octobre 2025,Semaine #48 du 29 sept 2025 au 5 oct 2025,12,48,Octobre,2025,29 septembre 2025
2025-10-06,2025,10,Octobre,lundi,2025 fiscale,Trimestre 4,49,Semaine #49 du 6 octobre 2025 au 12 octobre 2025,Semaine #49 du 6 oct 2025 au 12 oct 2025,12,49,Octobre,2025,6 octobre 2025
2025-10-07,2025,10,Octobre,mardi,2025 fiscale,Trimestre 4,49,Semaine #49 du 6 octobre 2025 au 12 octobre 2025,Semaine #49 du 6 oct 2025 au 12 oct 2025,12,49,Octobre,2025,6 octobre 2025
2025-10-08,2025,10,Octobre,mercredi,2025 fiscale,Trimestre 4,49,Semaine #49 du 6 octobre 2025 au 12 octobre 2025,Semaine #49 du 6 oct 2025 au 12 oct 2025,12,49,Octobre,2025,6 octobre 2025
2025-10-09,2025,10,Octobre,jeudi,2025 fiscale,Trimestre 4,49,Semaine #49 du 6 octobre 2025 au 12 octobre 2025,Semaine #49 du 6 oct 2025 au 12 oct 2025,12,49,Octobre,2025,6 octobre 2025
2025-10-10,2025,10,Octobre,vendredi,2025 fiscale,Trimestre 4,49,Semaine #49 du 6 octobre 2025 au 12 octobre 2025,Semaine #49 du 6 oct 2025 au 12 oct 2025,12,49,Octobre,2025,6 octobre 2025
2025-10-11,2025,10,Octobre,samedi,2025 fiscale,Trimestre 4,49,Semaine #49 du 6 octobre 2025 au 12 octobre 2025,Semaine #49 du 6 oct 2025 au 12 oct 2025,12,49,Octobre,2025,6 octobre 2025
2025-10-12,2025,10,Octobre,dimanche,2025 fiscale,Trimestre 4,49,Semaine #49 du 6 octobre 2025 au 12 octobre 2025,Semaine #49 du 6 oct 2025 au 12 oct 2025,12,49,Octobre,2025,6 octobre 2025
2025-10-13,2025,10,Octobre,lundi,2025 fiscale,Trimestre 4,50,Semaine #50 du 13 octobre 2025 au 19 octobre 2025,Semaine #50 du 13 oct 2025 au 19 oct 2025,12,50,Octobre,2025,13 octobre 2025
2025-10-14,2025,10,Octobre,mardi,2025 fiscale,Trimestre 4,50,Semaine #50 du 13 octobre 2025 au 19 octobre 2025,Semaine #50 du 13 oct 2025 au 19 oct 2025,12,50,Octobre,2025,13 octobre 2025
2025-10-15,2025,10,Octobre,mercredi,2025 fiscale,Trimestre 4,50,Semaine #50 du 13 octobre 2025 au 19 octobre 2025,Semaine #50 du 13 oct 2025 au 19 oct 2025,12,50,Octobre,2025,13 octobre 2025
2025-10-16,2025,10,Octobre,jeudi,2025 fiscale,Trimestre 4,50,Semaine #50 du 13 octobre 2025 au 19 octobre 2025,Semaine #50 du 13 oct 2025 au 19 oct 2025,12,50,Octobre,2025,13 octobre 2025
2025-10-17,2025,10,Octobre,vendredi,2025 fiscale,Trimestre 4,50,Semaine #50 du 13 octobre 2025 au 19 octobre 2025,Semaine #50 du 13 oct 2025 au 19 oct 2025,12,50,Octobre,2025,13 octobre 2025
2025-10-18,2025,10,Octobre,samedi,2025 fiscale,Trimestre 4,50,Semaine #50 du 13 octobre 2025 au 19 octobre 2025,Semaine #50 du 13 oct 2025 au 19 oct 2025,12,50,Octobre,2025,13 octobre 2025
2025-10-19,2025,10,Octobre,dimanche,2025 fiscale,Trimestre 4,50,Semaine #50 du 13 octobre 2025 au 19 octobre 2025,Semaine #50 du 13 oct 2025 au 19 oct 2025,12,50,Octobre,2025,13 octobre 2025
2025-10-20,2025,10,Octobre,lundi,2025 fiscale,Trimestre 4,51,Semaine #51 du 20 octobre 2025 au 26 octobre 2025,Semaine #51 du 20 oct 2025 au 26 oct 2025,12,51,Octobre,2025,20 octobre 2025
2025-10-21,2025,10,Octobre,mardi,2025 fiscale,Trimestre 4,51,Semaine #51 du 20 octobre 2025 au 26 octobre 2025,Semaine #51 du 20 oct 2025 au 26 oct 2025,12,51,Octobre,2025,20 octobre 2025
2025-10-22,2025,10,Octobre,mercredi,2025 fiscale,Trimestre 4,51,Semaine #51 du 20 octobre 2025 au 26 octobre 2025,Semaine #51 du 20 oct 2025 au 26 oct 2025,12,51,Octobre,2025,20 octobre 2025
2025-10-23,2025,10,Octobre,jeudi,2025 fiscale,Trimestre 4,51,Semaine #51 du 20 octobre 2025 au 26 octobre 2025,Semaine #51 du 20 oct 2025 au 26 oct 2025,12,51,Octobre,2025,20 octobre 2025
2025-10-24,2025,10,Octobre,vendredi,2025 fiscale,Trimestre 4,51,Semaine #51 du 20 octobre 2025 au 26 octobre 2025,Semaine #51 du 20 oct 2025 au 26 oct 2025,12,51,Octobre,2025,20 octobre 2025
2025-10-25,2025,10,Octobre,samedi,2025 fiscale,Trimestre 4,51,Semaine #51 du 20 octobre 2025 au 26 octobre 2025,Semaine #51 du 20 oct 2025 au 26 oct 2025,12,51,Octobre,2025,20 octobre 2025
2025-10-26,2025,10,Octobre,dimanche,2025 fiscale,Trimestre 4,51,Semaine #51 du 20 octobre 2025 au 26 octobre 2025,Semaine #51 du 20 oct 2025 au 26 oct 2025,12,51,Octobre,2025,20 octobre 2025
2025-10-27,2025,10,Octobre,lundi,2025 fiscale,Trimestre 4,52,Semaine #52 du 27 octobre 2025 au 2 novembre 2025,Semaine #52 du 27 oct 2025 au 2 nov 2025,12,52,Octobre,2025,27 octobre 2025
2025-10-28,2025,10,Octobre,mardi,2025 fiscale,Trimestre 4,52,Semaine #52 du 27 octobre 2025 au 2 novembre 2025,Semaine #52 du 27 oct 2025 au 2 nov 2025,12,52,Octobre,2025,27 octobre 2025
2025-10-29,2025,10,Octobre,mercredi,2025 fiscale,Trimestre 4,52,Semaine #52 du 27 octobre 2025 au 2 novembre 2025,Semaine #52 du 27 oct 2025 au 2 nov 2025,12,52,Octobre,2025,27 octobre 2025
2025-10-30,2025,10,Octobre,jeudi,2025 fiscale,Trimestre 4,52,Semaine #52 du 27 octobre 2025 au 2 novembre 2025,Semaine #52 du 27 oct 2025 au 2 nov 2025,12,52,Octobre,2025,27 octobre 2025
2025-10-31,2025,10,Octobre,vendredi,2025 fiscale,Trimestre 4,52,Semaine #52 du 27 octobre 2025 au 2 novembre 2025,Semaine #52 du 27 oct 2025 au 2 nov 2025,12,52,Octobre,2025,27 octobre 2025
2025-11-01,2025,11,Novembre,samedi,2025 fiscale,Trimestre 1,52,Semaine #52 du 27 octobre 2025 au 2 novembre 2025,Semaine #52 du 27 oct 2025 au 2 nov 2025,1,52,Octobre,2025,27 octobre 2025
2025-11-02,2025,11,Novembre,dimanche,2025 fiscale,Trimestre 1,52,Semaine #52 du 27 octobre 2025 au 2 novembre 2025,Semaine #52 du 27 oct 2025 au 2 nov 2025,1,52,Octobre,2025,27 octobre 2025
2025-11-03,2025,11,Novembre,lundi,2026 fiscale,Trimestre 1,1,Semaine #1 du 3 novembre 2025 au 9 novembre 2025,Semaine #1 du 3 nov 2025 au 9 nov 2025,1,1,Novembre,2026,3 novembre 2025
2025-11-04,2025,11,Novembre,mardi,2026 fiscale,Trimestre 1,1,Semaine #1 du 3 novembre 2025 au 9 novembre 2025,Semaine #1 du 3 nov 2025 au 9 nov 2025,1,1,Novembre,2026,3 novembre 2025
2025-11-05,2025,11,Novembre,mercredi,2026 fiscale,Trimestre 1,1,Semaine #1 du 3 novembre 2025 au 9 novembre 2025,Semaine #1 du 3 nov 2025 au 9 nov 2025,1,1,Novembre,2026,3 novembre 2025
2025-11-06,2025,11,Novembre,jeudi,2026 fiscale,Trimestre 1,1,Semaine #1 du 3 novembre 2025 au 9 novembre 2025,Semaine #1 du 3 nov 2025 au 9 nov 2025,1,1,Novembre,2026,3 novembre 2025
2025-11-07,2025,11,Novembre,vendredi,2026 fiscale,Trimestre 1,1,Semaine #1 du 3 novembre 2025 au 9 novembre 2025,Semaine #1 du 3 nov 2025 au 9 nov 2025,1,1,Novembre,2026,3 novembre 2025
2025-11-08,2025,11,Novembre,samedi,2026 fiscale,Trimestre 1,1,Semaine #1 du 3 novembre 2025 au 9 novembre 2025,Semaine #1 du 3 nov 2025 au 9 nov 2025,1,1,Novembre,2026,3 novembre 2025
2025-11-09,2025,11,Novembre,dimanche,2026 fiscale,Trimestre 1,1,Semaine #1 du 3 novembre 2025 au 9 novembre 2025,Semaine #1 du 3 nov 2025 au 9 nov 2025,1,1,Novembre,2026,3 novembre 2025
2025-11-10,2025,11,Novembre,lundi,2026 fiscale,Trimestre 1,2,Semaine #2 du 10 novembre 2025 au 16 novembre 2025,Semaine #2 du 10 nov 2025 au 16 nov 2025,1,2,Novembre,2026,10 novembre 2025
2025-11-11,2025,11,Novembre,mardi,2026 fiscale,Trimestre 1,2,Semaine #2 du 10 novembre 2025 au 16 novembre 2025,Semaine #2 du 10 nov 2025 au 16 nov 2025,1,2,Novembre,2026,10 novembre 2025
2025-11-12,2025,11,Novembre,mercredi,2026 fiscale,Trimestre 1,2,Semaine #2 du 10 novembre 2025 au 16 novembre 2025,Semaine #2 du 10 nov 2025 au 16 nov 2025,1,2,Novembre,2026,10 novembre 2025
2025-11-13,2025,11,Novembre,jeudi,2026 fiscale,Trimestre 1,2,Semaine #2 du 10 novembre 2025 au 16 novembre 2025,Semaine #2 du 10 nov 2025 au 16 nov 2025,1,2,Novembre,2026,10 novembre 2025
2025-11-14,2025,11,Novembre,vendredi,2026 fiscale,Trimestre 1,2,Semaine #2 du 10 novembre 2025 au 16 novembre 2025,Semaine #2 du 10 nov 2025 au 16 nov 2025,1,2,Novembre,2026,10 novembre 2025
2025-11-15,2025,11,Novembre,samedi,2026 fiscale,Trimestre 1,2,Semaine #2 du 10 novembre 2025 au 16 novembre 2025,Semaine #2 du 10 nov 2025 au 16 nov 2025,1,2,Novembre,2026,10 novembre 2025
2025-11-16,2025,11,Novembre,dimanche,2026 fiscale,Trimestre 1,2,Semaine #2 du 10 novembre 2025 au 16 novembre 2025,Semaine #2 du 10 nov 2025 au 16 nov 2025,1,2,Novembre,2026,10 novembre 2025
2025-11-17,2025,11,Novembre,lundi,2026 fiscale,Trimestre 1,3,Semaine #3 du 17 novembre 2025 au 23 novembre 2025,Semaine #3 du 17 nov 2025 au 23 nov 2025,1,3,Novembre,2026,17 novembre 2025
2025-11-18,2025,11,Novembre,mardi,2026 fiscale,Trimestre 1,3,Semaine #3 du 17 novembre 2025 au 23 novembre 2025,Semaine #3 du 17 nov 2025 au 23 nov 2025,1,3,Novembre,2026,17 novembre 2025
2025-11-19,2025,11,Novembre,mercredi,2026 fiscale,Trimestre 1,3,Semaine #3 du 17 novembre 2025 au 23 novembre 2025,Semaine #3 du 17 nov 2025 au 23 nov 2025,1,3,Novembre,2026,17 novembre 2025
2025-11-20,2025,11,Novembre,jeudi,2026 fiscale,Trimestre 1,3,Semaine #3 du 17 novembre 2025 au 23 novembre 2025,Semaine #3 du 17 nov 2025 au 23 nov 2025,1,3,Novembre,2026,17 novembre 2025
2025-11-21,2025,11,Novembre,vendredi,2026 fiscale,Trimestre 1,3,Semaine #3 du 17 novembre 2025 au 23 novembre 2025,Semaine #3 du 17 nov 2025 au 23 nov 2025,1,3,Novembre,2026,17 novembre 2025
2025-11-22,2025,11,Novembre,samedi,2026 fiscale,Trimestre 1,3,Semaine #3 du 17 novembre 2025 au 23 novembre 2025,Semaine #3 du 17 nov 2025 au 23 nov 2025,1,3,Novembre,2026,17 novembre 2025
2025-11-23,2025,11,Novembre,dimanche,2026 fiscale,Trimestre 1,3,Semaine #3 du 17 novembre 2025 au 23 novembre 2025,Semaine #3 du 17 nov 2025 au 23 nov 2025,1,3,Novembre,2026,17 novembre 2025
2025-11-24,2025,11,Novembre,lundi,2026 fiscale,Trimestre 1,4,Semaine #4 du 24 novembre 2025 au 30 novembre 2025,Semaine #4 du 24 nov 2025 au 30 nov 2025,1,4,Novembre,2026,24 novembre 2025
2025-11-25,2025,11,Novembre,mardi,2026 fiscale,Trimestre 1,4,Semaine #4 du 24 novembre 2025 au 30 novembre 2025,Semaine #4 du 24 nov 2025 au 30 nov 2025,1,4,Novembre,2026,24 novembre 2025
2025-11-26,2025,11,Novembre,mercredi,2026 fiscale,Trimestre 1,4,Semaine #4 du 24 novembre 2025 au 30 novembre 2025,Semaine #4 du 24 nov 2025 au 30 nov 2025,1,4,Novembre,2026,24 novembre 2025
2025-11-27,2025,11,Novembre,jeudi,2026 fiscale,Trimestre 1,4,Semaine #4 du 24 novembre 2025 au 30 novembre 2025,Semaine #4 du 24 nov 2025 au 30 nov 2025,1,4,Novembre,2026,24 novembre 2025
2025-11-28,2025,11,Novembre,vendredi,2026 fiscale,Trimestre 1,4,Semaine #4 du 24 novembre 2025 au 30 novembre 2025,Semaine #4 du 24 nov 2025 au 30 nov 2025,1,4,Novembre,2026,24 novembre 2025
2025-11-29,2025,11,Novembre,samedi,2026 fiscale,Trimestre 1,4,Semaine #4 du 24 novembre 2025 au 30 novembre 2025,Semaine #4 du 24 nov 2025 au 30 nov 2025,1,4,Novembre,2026,24 novembre 2025
2025-11-30,2025,11,Novembre,dimanche,2026 fiscale,Trimestre 1,4,Semaine #4 du 24 novembre 2025 au 30 novembre 2025,Semaine #4 du 24 nov 2025 au 30 nov 2025,1,4,Novembre,2026,24 novembre 2025
2025-12-01,2025,12,Décembre,lundi,2026 fiscale,Trimestre 1,5,Semaine #5 du 1 décembre 2025 au 7 décembre 2025,Semaine #5 du 1 déc 2025 au 7 déc 2025,2,5,Décembre,2026,1 décembre 2025
2025-12-02,2025,12,Décembre,mardi,2026 fiscale,Trimestre 1,5,Semaine #5 du 1 décembre 2025 au 7 décembre 2025,Semaine #5 du 1 déc 2025 au 7 déc 2025,2,5,Décembre,2026,1 décembre 2025
2025-12-03,2025,12,Décembre,mercredi,2026 fiscale,Trimestre 1,5,Semaine #5 du 1 décembre 2025 au 7 décembre 2025,Semaine #5 du 1 déc 2025 au 7 déc 2025,2,5,Décembre,2026,1 décembre 2025
2025-12-04,2025,12,Décembre,jeudi,2026 fiscale,Trimestre 1,5,Semaine #5 du 1 décembre 2025 au 7 décembre 2025,Semaine #5 du 1 déc 2025 au 7 déc 2025,2,5,Décembre,2026,1 décembre 2025
2025-12-05,2025,12,Décembre,vendredi,2026 fiscale,Trimestre 1,5,Semaine #5 du 1 décembre 2025 au 7 décembre 2025,Semaine #5 du 1 déc 2025 au 7 déc 2025,2,5,Décembre,2026,1 décembre 2025
2025-12-06,2025,12,Décembre,samedi,2026 fiscale,Trimestre 1,5,Semaine #5 du 1 décembre 2025 au 7 décembre 2025,Semaine #5 du 1 déc 2025 au 7 déc 2025,2,5,Décembre,2026,1 décembre 2025
2025-12-07,2025,12,Décembre,dimanche,2026 fiscale,Trimestre 1,5,Semaine #5 du 1 décembre 2025 au 7 décembre 2025,Semaine #5 du 1 déc 2025 au 7 déc 2025,2,5,Décembre,2026,1 décembre 2025
2025-12-08,2025,12,Décembre,lundi,2026 fiscale,Trimestre 1,6,Semaine #6 du 8 décembre 2025 au 14 décembre 2025,Semaine #6 du 8 déc 2025 au 14 déc 2025,2,6,Décembre,2026,8 décembre 2025
2025-12-09,2025,12,Décembre,mardi,2026 fiscale,Trimestre 1,6,Semaine #6 du 8 décembre 2025 au 14 décembre 2025,Semaine #6 du 8 déc 2025 au 14 déc 2025,2,6,Décembre,2026,8 décembre 2025
2025-12-10,2025,12,Décembre,mercredi,2026 fiscale,Trimestre 1,6,Semaine #6 du 8 décembre 2025 au 14 décembre 2025,Semaine #6 du 8 déc 2025 au 14 déc 2025,2,6,Décembre,2026,8 décembre 2025
2025-12-11,2025,12,Décembre,jeudi,2026 fiscale,Trimestre 1,6,Semaine #6 du 8 décembre 2025 au 14 décembre 2025,Semaine #6 du 8 déc 2025 au 14 déc 2025,2,6,Décembre,2026,8 décembre 2025
2025-12-12,2025,12,Décembre,vendredi,2026 fiscale,Trimestre 1,6,Semaine #6 du 8 décembre 2025 au 14 décembre 2025,Semaine #6 du 8 déc 2025 au 14 déc 2025,2,6,Décembre,2026,8 décembre 2025
2025-12-13,2025,12,Décembre,samedi,2026 fiscale,Trimestre 1,6,Semaine #6 du 8 décembre 2025 au 14 décembre 2025,Semaine #6 du 8 déc 2025 au 14 déc 2025,2,6,Décembre,2026,8 décembre 2025
2025-12-14,2025,12,Décembre,dimanche,2026 fiscale,Trimestre 1,6,Semaine #6 du 8 décembre 2025 au 14 décembre 2025,Semaine #6 du 8 déc 2025 au 14 déc 2025,2,6,Décembre,2026,8 décembre 2025
2025-12-15,2025,12,Décembre,lundi,2026 fiscale,Trimestre 1,7,Semaine #7 du 15 décembre 2025 au 21 décembre 2025,Semaine #7 du 15 déc 2025 au 21 déc 2025,2,7,Décembre,2026,15 décembre 2025
2025-12-16,2025,12,Décembre,mardi,2026 fiscale,Trimestre 1,7,Semaine #7 du 15 décembre 2025 au 21 décembre 2025,Semaine #7 du 15 déc 2025 au 21 déc 2025,2,7,Décembre,2026,15 décembre 2025
2025-12-17,2025,12,Décembre,mercredi,2026 fiscale,Trimestre 1,7,Semaine #7 du 15 décembre 2025 au 21 décembre 2025,Semaine #7 du 15 déc 2025 au 21 déc 2025,2,7,Décembre,2026,15 décembre 2025
2025-12-18,2025,12,Décembre,jeudi,2026 fiscale,Trimestre 1,7,Semaine #7 du 15 décembre 2025 au 21 décembre 2025,Semaine #7 du 15 déc 2025 au 21 déc 2025,2,7,Décembre,2026,15 décembre 2025
2025-12-19,2025,12,Décembre,vendredi,2026 fiscale,Trimestre 1,7,Semaine #7 du 15 décembre 2025 au 21 décembre 2025,Semaine #7 du 15 déc 2025 au 21 déc 2025,2,7,Décembre,2026,15 décembre 2025
2025-12-20,2025,12,Décembre,samedi,2026 fiscale,Trimestre 1,7,Semaine #7 du 15 décembre 2025 au 21 décembre 2025,Semaine #7 du 15 déc 2025 au 21 déc 2025,2,7,Décembre,2026,15 décembre 2025
2025-12-21,2025,12,Décembre,dimanche,2026 fiscale,Trimestre 1,7,Semaine #7 du 15 décembre 2025 au 21 décembre 2025,Semaine #7 du 15 déc 2025 au 21 déc 2025,2,7,Décembre,2026,15 décembre 2025
2025-12-22,2025,12,Décembre,lundi,2026 fiscale,Trimestre 1,8,Semaine #8 du 22 décembre 2025 au 28 décembre 2025,Semaine #8 du 22 déc 2025 au 28 déc 2025,2,8,Décembre,2026,22 décembre 2025
2025-12-23,2025,12,Décembre,mardi,2026 fiscale,Trimestre 1,8,Semaine #8 du 22 décembre 2025 au 28 décembre 2025,Semaine #8 du 22 déc 2025 au 28 déc 2025,2,8,Décembre,2026,22 décembre 2025
2025-12-24,2025,12,Décembre,mercredi,2026 fiscale,Trimestre 1,8,Semaine #8 du 22 décembre 2025 au 28 décembre 2025,Semaine #8 du 22 déc 2025 au 28 déc 2025,2,8,Décembre,2026,22 décembre 2025
2025-12-25,2025,12,Décembre,jeudi,2026 fiscale,Trimestre 1,8,Semaine #8 du 22 décembre 2025 au 28 décembre 2025,Semaine #8 du 22 déc 2025 au 28 déc 2025,2,8,Décembre,2026,22 décembre 2025
2025-12-26,2025,12,Décembre,vendredi,2026 fiscale,Trimestre 1,8,Semaine #8 du 22 décembre 2025 au 28 décembre 2025,Semaine #8 du 22 déc 2025 au 28 déc 2025,2,8,Décembre,2026,22 décembre 2025
2025-12-27,2025,12,Décembre,samedi,2026 fiscale,Trimestre 1,8,Semaine #8 du 22 décembre 2025 au 28 décembre 2025,Semaine #8 du 22 déc 2025 au 28 déc 2025,2,8,Décembre,2026,22 décembre 2025
2025-12-28,2025,12,Décembre,dimanche,2026 fiscale,Trimestre 1,8,Semaine #8 du 22 décembre 2025 au 28 décembre 2025,Semaine #8 du 22 déc 2025 au 28 déc 2025,2,8,Décembre,2026,22 décembre 2025
2025-12-29,2025,12,Décembre,lundi,2026 fiscale,Trimestre 1,9,Semaine #9 du 29 décembre 2025 au 4 janvier 2026,Semaine #9 du 29 déc 2025 au 4 jan 2026,2,9,Décembre,2026,29 décembre 2025
2025-12-30,2025,12,Décembre,mardi,2026 fiscale,Trimestre 1,9,Semaine #9 du 29 décembre 2025 au 4 janvier 2026,Semaine #9 du 29 déc 2025 au 4 jan 2026,2,9,Décembre,2026,29 décembre 2025
2025-12-31,2025,12,Décembre,mercredi,2026 fiscale,Trimestre 1,9,Semaine #9 du 29 décembre 2025 au 4 janvier 2026,Semaine #9 du 29 déc 2025 au 4 jan 2026,2,9,Décembre,2026,29 décembre 2025
2026-01-01,2026,1,Janvier,jeudi,2026 fiscale,Trimestre 1,9,Semaine #9 du 29 décembre 2025 au 4 janvier 2026,Semaine #9 du 29 déc 2025 au 4 jan 2026,3,9,Janvier,2026,29 décembre 2025
2026-01-02,2026,1,Janvier,vendredi,2026 fiscale,Trimestre 1,9,Semaine #9 du 29 décembre 2025 au 4 janvier 2026,Semaine #9 du 29 déc 2025 au 4 jan 2026,3,9,Janvier,2026,29 décembre 2025
2026-01-03,2026,1,Janvier,samedi,2026 fiscale,Trimestre 1,9,Semaine #9 du 29 décembre 2025 au 4 janvier 2026,Semaine #9 du 29 déc 2025 au 4 jan 2026,3,9,Janvier,2026,29 décembre 2025
2026-01-04,2026,1,Janvier,dimanche,2026 fiscale,Trimestre 1,9,Semaine #9 du 29 décembre 2025 au 4 janvier 2026,Semaine #9 du 29 déc 2025 au 4 jan 2026,3,9,Janvier,2026,29 décembre 2025
2026-01-05,2026,1,Janvier,lundi,2026 fiscale,Trimestre 1,10,Semaine #10 du 5 janvier 2026 au 11 janvier 2026,Semaine #10 du 5 jan 2026 au 11 jan 2026,3,10,Janvier,2026,5 janvier 2026
2026-01-06,2026,1,Janvier,mardi,2026 fiscale,Trimestre 1,10,Semaine #10 du 5 janvier 2026 au 11 janvier 2026,Semaine #10 du 5 jan 2026 au 11 jan 2026,3,10,Janvier,2026,5 janvier 2026
2026-01-07,2026,1,Janvier,mercredi,2026 fiscale,Trimestre 1,10,Semaine #10 du 5 janvier 2026 au 11 janvier 2026,Semaine #10 du 5 jan 2026 au 11 jan 2026,3,10,Janvier,2026,5 janvier 2026
2026-01-08,2026,1,Janvier,jeudi,2026 fiscale,Trimestre 1,10,Semaine #10 du 5 janvier 2026 au 11 janvier 2026,Semaine #10 du 5 jan 2026 au 11 jan 2026,3,10,Janvier,2026,5 janvier 2026
2026-01-09,2026,1,Janvier,vendredi,2026 fiscale,Trimestre 1,10,Semaine #10 du 5 janvier 2026 au 11 janvier 2026,Semaine #10 du 5 jan 2026 au 11 jan 2026,3,10,Janvier,2026,5 janvier 2026
2026-01-10,2026,1,Janvier,samedi,2026 fiscale,Trimestre 1,10,Semaine #10 du 5 janvier 2026 au 11 janvier 2026,Semaine #10 du 5 jan 2026 au 11 jan 2026,3,10,Janvier,2026,5 janvier 2026
2026-01-11,2026,1,Janvier,dimanche,2026 fiscale,Trimestre 1,10,Semaine #10 du 5 janvier 2026 au 11 janvier 2026,Semaine #10 du 5 jan 2026 au 11 jan 2026,3,10,Janvier,2026,5 janvier 2026
2026-01-12,2026,1,Janvier,lundi,2026 fiscale,Trimestre 1,11,Semaine #11 du 12 janvier 2026 au 18 janvier 2026,Semaine #11 du 12 jan 2026 au 18 jan 2026,3,11,Janvier,2026,12 janvier 2026
2026-01-13,2026,1,Janvier,mardi,2026 fiscale,Trimestre 1,11,Semaine #11 du 12 janvier 2026 au 18 janvier 2026,Semaine #11 du 12 jan 2026 au 18 jan 2026,3,11,Janvier,2026,12 janvier 2026
2026-01-14,2026,1,Janvier,mercredi,2026 fiscale,Trimestre 1,11,Semaine #11 du 12 janvier 2026 au 18 janvier 2026,Semaine #11 du 12 jan 2026 au 18 jan 2026,3,11,Janvier,2026,12 janvier 2026
2026-01-15,2026,1,Janvier,jeudi,2026 fiscale,Trimestre 1,11,Semaine #11 du 12 janvier 2026 au 18 janvier 2026,Semaine #11 du 12 jan 2026 au 18 jan 2026,3,11,Janvier,2026,12 janvier 2026
2026-01-16,2026,1,Janvier,vendredi,2026 fiscale,Trimestre 1,11,Semaine #11 du 12 janvier 2026 au 18 janvier 2026,Semaine #11 du 12 jan 2026 au 18 jan 2026,3,11,Janvier,2026,12 janvier 2026
2026-01-17,2026,1,Janvier,samedi,2026 fiscale,Trimestre 1,11,Semaine #11 du 12 janvier 2026 au 18 janvier 2026,Semaine #11 du 12 jan 2026 au 18 jan 2026,3,11,Janvier,2026,12 janvier 2026
2026-01-18,2026,1,Janvier,dimanche,2026 fiscale,Trimestre 1,11,Semaine #11 du 12 janvier 2026 au 18 janvier 2026,Semaine #11 du 12 jan 2026 au 18 jan 2026,3,11,Janvier,2026,12 janvier 2026
2026-01-19,2026,1,Janvier,lundi,2026 fiscale,Trimestre 1,12,Semaine #12 du 19 janvier 2026 au 25 janvier 2026,Semaine #12 du 19 jan 2026 au 25 jan 2026,3,12,Janvier,2026,19 janvier 2026
2026-01-20,2026,1,Janvier,mardi,2026 fiscale,Trimestre 1,12,Semaine #12 du 19 janvier 2026 au 25 janvier 2026,Semaine #12 du 19 jan 2026 au 25 jan 2026,3,12,Janvier,2026,19 janvier 2026
2026-01-21,2026,1,Janvier,mercredi,2026 fiscale,Trimestre 1,12,Semaine #12 du 19 janvier 2026 au 25 janvier 2026,Semaine #12 du 19 jan 2026 au 25 jan 2026,3,12,Janvier,2026,19 janvier 2026
2026-01-22,2026,1,Janvier,jeudi,2026 fiscale,Trimestre 1,12,Semaine #12 du 19 janvier 2026 au 25 janvier 2026,Semaine #12 du 19 jan 2026 au 25 jan 2026,3,12,Janvier,2026,19 janvier 2026
2026-01-23,2026,1,Janvier,vendredi,2026 fiscale,Trimestre 1,12,Semaine #12 du 19 janvier 2026 au 25 janvier 2026,Semaine #12 du 19 jan 2026 au 25 jan 2026,3,12,Janvier,2026,19 janvier 2026
2026-01-24,2026,1,Janvier,samedi,2026 fiscale,Trimestre 1,12,Semaine #12 du 19 janvier 2026 au 25 janvier 2026,Semaine #12 du 19 jan 2026 au 25 jan 2026,3,12,Janvier,2026,19 janvier 2026
2026-01-25,2026,1,Janvier,dimanche,2026 fiscale,Trimestre 1,12,Semaine #12 du 19 janvier 2026 au 25 janvier 2026,Semaine #12 du 19 jan 2026 au 25 jan 2026,3,12,Janvier,2026,19 janvier 2026
2026-01-26,2026,1,Janvier,lundi,2026 fiscale,Trimestre 1,13,Semaine #13 du 26 janvier 2026 au 1 février 2026,Semaine #13 du 26 jan 2026 au 1 fév 2026,3,13,Janvier,2026,26 janvier 2026
2026-01-27,2026,1,Janvier,mardi,2026 fiscale,Trimestre 1,13,Semaine #13 du 26 janvier 2026 au 1 février 2026,Semaine #13 du 26 jan 2026 au 1 fév 2026,3,13,Janvier,2026,26 janvier 2026
2026-01-28,2026,1,Janvier,mercredi,2026 fiscale,Trimestre 1,13,Semaine #13 du 26 janvier 2026 au 1 février 2026,Semaine #13 du 26 jan 2026 au 1 fév 2026,3,13,Janvier,2026,26 janvier 2026
2026-01-29,2026,1,Janvier,jeudi,2026 fiscale,Trimestre 1,13,Semaine #13 du 26 janvier 2026 au 1 février 2026,Semaine #13 du 26 jan 2026 au 1 fév 2026,3,13,Janvier,2026,26 janvier 2026
